???????????????????????????????????????????????????,,,,,,?????? ? ?????? 23 ?.?. 2569,,,
??????????,??????,????,???????????????,??????????,???????,????????????,????????,??????,????????
BSM,?????? ???????????? ????? (?????),mai,??????????????????????????,-,?????? 905/8 ????????? 3 ??? 51 ????????????? ?????????? ?????????????,10120,0-2683-4900,-,www.bsmgroup.asia
BTC,?????? ?????????? ????? ????? (?????),mai,?????????????,-,"???????????????? ???? 26, 10/190-193 ???????????13 ??????????? ???????????????? ???????? ?????????????",10110,0-2168-7100,0-2168-7111-2,www.brookergroup.com
BTG,?????? ??????? ????? (?????),SET,???????????????????????,???????????????????,323 ??????? 6 ??????????? ?????????? ?????????????,-,0-2833-8000,-,www.betagro.com
BTNC,?????? ????????????? ????? (?????),SET,??????????????????,??????,1112/53-75 ??????????? 48 ??????????? ??????????? ?????????? ?????????????,10110,"0-2391-3311 , 0-2391-3320","0-2381-1656 , 0-2381-1658",www.btnc.co.th
BTS,?????? ??????? ????? ????????? ????? (?????),SET,??????,??????????????????,?????? 1000/9 ???????????? ????????? ????? - ????? ???????? ??????? 33 ??????????? ????????? ?????????? ?????????????,10900,0-2080-1000,-,http://www.btsgroup.co.th
BTSGIF,????????????????????????????????????????????? ???????????,SET,??????,??????????????????,175 ?????????????????????? ???? 7 ???? 21 ??? ???? 26 ?????????? ?????????????? ??????? ?????????????,10120,0-2674-6488,0-2679-5996,www.btsgif.com
BTW,?????? ???? ????? ??????????? ????? (?????),mai,??????????????????????????,-,593/3 ??????????? 39 (??????? 1) ??????????? ?????????????? ????????????? ?????????????,10310,0-2314-2150-52,0-2319-7301-02,www.btwealthindustries.com
BUI,?????? ????????????????? ????? (?????),SET,?????????????,???????????????????????,"??????????????????????,175-177 ?????????? ????????????? ????????? ?????????????",10500,"0-2233-6920, 0-2238-4111",0-2237-1856,http://www.bui.co.th
BVG,?????? ??????????? ????? ????? (?????),mai,?????????,-,100/22 ???????????? ???????? ???? 15 ???????????? ???????? ????????? ?????????????,10500,0-2011-8600,0-2011-8610,www.blueventuregroup.co.th
BWG,?????? ???????? ?????? ???? ????? (?????),SET,??????,??????????????,488 ??????????? 130 (??????? 2) ???????????? ?????????? ?????????????,10240,0-2012-7888,0-2012-7889,https://www.bwg.co.th
B-WORK,??????????????????????????????????????????????????????? ??????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 175 ?????????????????????? ???? 7 ???? 21 ??? ???? 26 ?????????? ?????????????? ??????? ?????????????,10120,0-2674-6488,0-2679-5996,http://www.bworkreit.com
BYD,???????????????? ??????? ????? (?????),SET,?????????????,????????????????????,?????? 548 ???????? ????? ????????? ??????? 56 ??????????? ??????????? ?????????? ?????????????,10330,0-2820-0100,-,www.beyondsecurities.co.th
CAZ,?????? ?? ?? ??? (?????????) ????? (?????),mai,??????????????????????????,-,?????? 239 ???????????-??????? ???????????? ??????????????? ?????,21150,0-3860-6242,0-3860-6166,www.caz.co.th
CBG,?????? ???????????? ????? (?????),SET,???????????????????????,???????????????????,393 ????? 393 ???? ???? 7-10 ??????? ???????? ????????? ?????????????,10500,0-2636-6111,0-2636-7949,www.carabaogroup.com
CCET,?????? ???-????? ?????????????? (?????????) ????? (?????),SET,?????????,??????????????????????,"??????????? ???????? ???? 18, 191/54 ??? 191/57 ????????????? ?????????? ?????????????",10110,0-2261-5033-40,0-2661-9396-7,www.calcomp.co.th
CCP,?????? ?????????????????????? ????? (?????),SET,??????????????????????????,?????????????,39/1 ??????? 1 ??????????? ???????????? ?????????? ??????,20000,0-3879-5278-83,0-3827-2440-3,www.ccp.co.th
CEN,?????? ???????? ?????????????? ?????????? ????? (?????),SET,????????????????,????? ??? ?????????????,"?????? 1011 ???????????? ?????? ???????? ???? 17 ?????????? 1703, 1704 ????????? 3 ????????????? ?????????? ?????????????",10120,0-2049-1041-44,0-2049-1045,www.cenplc.com
CENTEL,?????? ??????????????????? ????? (?????),SET,??????,?????????????????????????,1695 ??????????? ??????????? ?????????? ?????????????,10900,0-2769-1234,0-2769-1235,www.centarahotelsresorts.com
CEYE,?????? ?????? ????? (?????),mai,??????,-,311 ??????? 6 ??????????? ?????????? ?????????????,10250,0-2718-9951-6,0-2718-9957,https://www.chamniseye.com/
CFARM,?????? ???????????? (2019) ????? (?????),mai,???????????????????????,-,723 ????????? - ??????? ?????????? ??????????? ?????????,31110,0-4411-5155,-,www.chuwitfarm.com
CFRESH,?????? ??????????????? ????? (?????),SET,???????????????????????,???????????????????,402 ???? 8 ????????-?????? ?????????? ?????????? ?????,86000,0-2637-8888,0-2637-8801,www.seafresh.com
CGD,?????? ??????? ????? ????????????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 898 ????????????? ???????? ??????? 20 ??????????? ??????????? ?????????? ?????????????,10330,0-2658-7888,0-2658-7880,www.cgd.co.th
CGH,?????? ??????? ????? ????????? ????? (?????),SET,?????????????,????????????????????,?????? 132 ?????????? ???????? 3 ???? 20 ???????? ??????????? ?????????? ?????????????,10330,0-2256-7999,0-2256-7888,www.cgholdings.co.th
CH,?????? ??????????????? ????? (?????),SET,???????????????????????,???????????????????,?????? 181 ?????????? ?????????? ?????????????? ?????????????,10150,0-2416-0708,0-2416-1909,https://chinhuay.com/
CHAO,?????? ??????? ?????? ????????? ????? (?????),SET,???????????????????????,???????????????????,99 ??????? 9 ?????????? ??????????? ?????????? ??????????,30000,0-4424-0999,-,www.chaosua.com
CHARAN,?????? ????????????? ????? (?????),SET,?????????????,???????????????????????,408/1 ????????????? ????????????? ??????????? ?????????????,10310,0-2276-1024,0-2275-4919,www.charaninsurance.com
CHASE,?????? ????? ?????? ????? (?????),SET,?????????????,????????????????????,34/6 ??????? 1 ???????????? ????????????? ????????????? ???????,11120,0-2855-8222,0-2855-8299,www.chase.co.th
CHAYO,?????? ??? ????? ????? (?????),SET,?????????????,????????????????????,?????? 44/543-544 ??????????? ?????????????? ????????? ?????????????,10220,0-2016-4499,0-2001-2555,www.chayo555.com
CHEWA,?????? ??????? ????? (?????),mai,??????????????????????????,-,967 ??????????? 71 ???????????? ????????????? ?????????????,10310,0-2679-8870-4,0-2679-8874,www.chewathai.com
CHG,?????? ?????????????????? ????? (?????),SET,??????,????????,88/8-9 ??????? 11 ?????????? ??????????? ???????????,10540,0-2033-2900,0-2730-1125,www.chularat.com
CHIC,?????? ??? ????????? ????? (?????),mai,??????,-,?????? 90 ????????????? ?????????????????? ???????????? ?????????? ?????????????,10240,0-2514-7111,0-2514-7114,www.chicrepublicthai.com
CHO,?????? ? ??? ????? (?????),mai,????????????????,-,?????? 265 ???? 4 ???????????? ????????????? ????????????????? ???????,40000,0-4304-3888,0-4304-3899,www.cho.co.th
CHOTI,?????? ???????????????????????? ????? (?????),SET,???????????????????????,???????????????????,4/2 ???? 3 ???????????? 43 ??????????? ???????????????? ?????,90310,0-7422-2333,0-7422-2300-1,www.kst-hatyai.com
CHOW,?????? ????? ????? ????????? ????????? ????? (?????),mai,????????????????,-,?????? 2525 ????????????? ????????? 2 ???? 10 ????? 2/1007-1008 ????????? 4 ??????????? ?????????? ?????????????,10110,0-2033-0901-08,0-2033-0909,https://www.chowbright.com
CI,?????? ????????? ????????????? ????? (?????),SET,??????????????????????????,????????????????????,?????????????????????? 2 ???? 10 ?????? 2922/200 ?????????????????? ??????????? ??????????? ?????????????,10320,0-2308-2020,0-2308-2990,www.charnissara.com
CIG,?????? ??.??.????? ????? (?????),mai,????????????????,-,1/1 ???? 7 ??????????? ???????????? ?????????? ????????,12000,"0-2976-5290-9, 0-2598-2331-2",0-2976-5023,www.cigpcl.com
CIMBT,?????? ?????????? ??? ????? (?????),SET,?????????????,??????,44 ?????????? ??????????? ?????????? ?????????????,10330,"0-2626-7000,0-2657-3000 ext. 0,0-2638-8000",0-2657-3333,http://www.cimbthai.com
CITY,?????? ????? ???? ????? (?????),SET,????????????????,????? ??? ?????????????,88/3 ???? 4 ????????? ?????????????? ?????????? ??????,20000,0-3821-4530-2,0-3821-4534,http://www.citysteelpcl.com
CIVIL,?????? ????????????????? ????? (?????),SET,??????????????????????????,?????????????????????,68/12 ??????????? ???? 7 ???????????? 6 ?????????? ?????????? ?????????????,10900,0-2589-8888-9,0-2589-8886-7,www.civilengineering.co.th
CK,?????? ?.??????? ????? (?????),SET,??????????????????????????,?????????????????????,"???????????????, 587 ??????????????????? ?????????????? ????????? ?????????????",10400,"0-2277-0460, 0-2275-0026",0-2275-7029,http://www.ch-karnchang.co.th
CKP,?????? ???? ???????? ????? (?????),SET,????????,?????????????????????,?????? 587 ??????????????? ???? 19 ??????????????????? ?????????? ????????? ?????????????,10400,0-2691-9720-2,0-2691-9723,www.ckpower.co.th
CM,?????? ????????????????????? ????? (?????),SET,???????????????????????,???????????????????,149/34 ???? 3-4 ??????????????? ?????????? ????????????? ????????? ?????????????,10500,"0-2238-4091, 0-2235-9934, 0-2634-0061-4",0-2238-4090,www.cmfrozen.com
CMAN,?????? ??????? ????? (?????),SET,????????????????,?????????????????????,195/11-12 ????????????? ?????? ?????????? 2 ???? 10-11 ????????????? ??????????? ?????????? ?????????????,10110,0-2661-9734,0-2260-9176,www.chememan.com
CMC,?????? ??????????????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 909/1 ????????????? ???????? ???? 6 ???? 601-602 ?????????????????????? ???????????? ????????? ?????????????,10600,0-2468-9000 Ext.1172,0-2460-2080,http://www.cmc.co.th
CMO,?????? ???????? ????? (?????),mai,??????,-,4/18-19 ?.????????? 56 ????????????? ?????????? ?????????????,10230,0-2088-3888,0-2088-3857,http://www.cmo-group.com
CMR,?????? ?????????????????????????? ????? (?????),SET,??????,????????,?????? 8 ???????????????? ??????????? ??????????????????? ?????????,50200,0-5399-9777,0-5399-9799,http://www.lanna-hospital.com
CNT,?????? ???????????????????? (???) ????? (?????),SET,??????????????????????????,?????????????????????,727 ???????? ???????????? ???????? ?????????????,10260,0-2338-8000,0-2338-8090,http://www.cn-thai.co.th
COCOCO,?????? ??? ??????? ????? (?????),SET,???????????????????????,???????????????????,108/45 ???????????? 20 ???????????? ???????????? ????????????? ???????,11120,0-2584-1777,-,https://www.thaicoconut.com
COLOR,?????? ????? ????????? ????? (?????),mai,????????????????,-,?????? 858 ??????? 2 ??? 1C/1 ??????????????????? ????????????? ????????????????????? ???????????,10280,0-2323-2601-8,0-2323-2227-8,http://www.saleecolour.com
COM7,?????? ????????? ????? (?????),SET,??????,???????,549/1 ??????????? ????????? ???????? ?????????????,10260,0-2017-7777,-,www.comseven.com
COMAN,?????? ???????? ????????????????? ????? (?????),mai,?????????,-,?????? 161 ??????????? 55 (???????) ???????????????? ???????? ?????????????,10110,0-2120-6252,-,www.comancheinternational.com
CPALL,?????? ???? ????? ????? (?????),SET,??????,???????,?????? 313 ????????? ???????? ???? 24 ??????? ???????? ????????? ?????????????,10500,0-2071-9000,0-2071-8617,www.cpall.co.th
CPANEL,?????? ???????? ????? (?????),mai,??????????????????????????,-,?????? 85 ??????? 9 ????????????? ???????????? ??????,20220,0-3811-0868-73,0-3811-0874,https://www.cpanel.co.th
CPAXT,?????? ???? ?????????? ????? (?????),SET,??????,???????,1468 ??????????? ???????????? ?????????? ?????????????,10250,0-2067-8999,0-2067-9888,www.cpaxtra.com
CPF,?????? ?????????????????? ????? (?????),SET,???????????????????????,???????????????????,"????? ??.??. ???????? ???? 15, 313 ??????? ???????? ????????? ?????????????",10500,0-2766-8000,0-2638-2942,www.cpfworldwide.com
CPH,?????? ????????????????????? ????? (?????),SET,??????????????????,??????,899 ??????????? ????????? ???????? ?????????????,10160,0-2455-0300-9,0-2455-0358-9,www.castlepeak.co.th
CPI,?????? ?????????????????????????? ????? (?????),SET,???????????????????????,???????????????????,"??????????????? ???? 30, 1168/91 ????????? 4 ??????? ?????????????",10120,"0-2285-6370-2, 0-2679-9166",0-2285-6369,www.cpi-th.com
CPL,?????? ??????? ????? ????? (?????),SET,??????????????????,??????,700 ???? 6 ?????????????????? ????????????? ?????????? ???????????,10280,0-2709-5633-8,"0-2709-6033, 0-2709-6044",http://www.cpl.co.th
CPN,?????? ????????????? ????? (?????),SET,??????????????????????????,????????????????????,"??????????????????????????? ???? 31-33, 999/9 ????????? 1 ??????????? ?????????? ?????????????",10330,0-2667-5555,0-2264-5593,www.centralpattana.co.th
CPNCG,???????????????????????????????????? CPN ????????????? ????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,???? 7-8 ????? 1 ?????????? ????? ?????? ?????? 18 ????????????? ??????????? ?????????? ?????????????,10900,0-2949-1500,0-2949-1501,www.cpncg.com
CPNREIT,???????????????????????????????????????????????? CPN ????? ????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 999/9 ????????? 1 ??????????? ?????????? ?????????????,10330,0-2667-5555 Ext. 1660,0-2667-5590,www.cpnreit.com
CPR,?????? ???????? ???? ???????????? ????? (?????),mai,????????????????,-,78 ???? 2 ??????????? (??????????? 77.5) ??????????? ???????????? ???????????????,13170,0-3535-2685,"0-3572-3323, 0-3572-3332",www.cprgomu.co.th
CPT,?????? ?????? ???? ????? ???????? ????? (?????),SET,????????????????,?????????????????????????????,?????? 230/7 ?????????????????????? ?????????? ?????????? ?????????????,10900,0-2954-2590-2,0-2580-6332-4,www.CPTthailand.com
CPTREIT,???????????????????????????????????????????????? ??.??.????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? ???? ????? ??? ???? ????? ?????? 3 ???????.??.???????? 2 ????????????? ?????????? ?????????????,10400,0-2766-3914,-,https://www.cptreit.com
CPW,?????? ???????? ????? ????? (?????),SET,??????,???????,159/6 ?????????????? ???????? ???? 2 ???? 201 ? 202 ??????????? 21 (????) ???????????????? ???????? ?????????????,10110,0-2665-2950-3,0-2665-2954,www.copperwired.co.th
CRANE,?????? ???? ????? (?????),SET,????????????????,?????????????????????????????,?????? 44/88 ??????? 1 ????????-???? ??. 22 ?????????????????? ????????????? ???????????,10570,0-2715-0000,0-2715-0055,www.chukai.co.th
CRC,?????? ???????? ????? ???????????? ????? (?????),SET,??????,???????,?????? 22 ???????? ??????????? ??????????? ?????????? ?????????????,10330,0-2650-3600,-,https://www.centralretail.com/
CRD,?????? ??????????????? ????? (?????),mai,??????????????????????????,-,?????? 164/34-36 ??????????? ???????????? ??????????????????? ?????????,50100,"0-5327-1420, 0-5327-2429",0-5381-8465,www.cmrd.co.th
CREDIT,??????????????? ????? (?????),SET,?????????????,??????,123 ????? ??.???? ???????? ????????? 9 ???????????? ??????????? ?????????????,10310,0-2697-5300,0-2642-3096,www.thaicreditbank.com
CSC,?????? ????? ????? (?????),SET,????????????????,??????????,5 ?????????-??????? 46 ???????????????? ???????????? ????????,12130,0-2533-0450-9,0-2974-1114,www.crownseal.co.th
CSP,?????? ??????? ????????????? ????? (?????),SET,????????????????,????? ??? ?????????????,475 ????????? 3 ??????????? ???????????? ?????????????,10120,0-2291-6314-21,0-2291-3828,www.cspsteel.com
CSR,?????? ???????????? ????? (?????),SET,??????,?????????????????????????,22 ????????? ????????????? ??????????? ?????????????,10230,"0-2376-1693-5, 0-2376-1034-6",0-2376-1685,www.navatanee.com
CSS,?????? ?????????????? ????? ????????? ???????? ????? (?????),SET,??????,???????,329 ??????? 3 ???????????? ???????????? ????????????? ???????,11120,0-2018-1111,0-2018-1142,www.cssthai.com
CTARAF,????????????????????????????????????????????????????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 400/22 ??????????????????? ???? 6 ??? 12 ??????????? ???????????? ???????? ?????????????,10400,0-2673-3999,-,-
CTW,?????? ??????????????????????? ????? (?????),SET,????????????????,?????????????????????????????,?????? 589/71 ?????????????????????????? ???? 12 ?? ?????????? ?????????????? ???????? ?????????????,10260,0-2745-6118-30,0-2745-6131-32,www.ctw.co.th
CV,?????? ???????? ???????? ????? (?????),SET,????????,?????????????????????,?????? 159 ????????????? 57/1 (???????? 2) ???????????? ?????????? ?????????????,10250,0-2731-7999,-,www.cloverpower.co.th
CWT,?????? ???????? ????????? ????? ????? (?????),SET,????????????????,???????,"176/1,1480 ???? 1 ?????????? ??????????? ??.30 ???????????? ?????????? ???????????",10280,0-2703-7880,0-2703-7882,www.cwt.co.th
D,?????? ?????? ???????????? ????? (?????),mai,??????,-,512 ???? 5 ???????? ?????????? ????????? ?????????????,10400,0-2245-7198,-,www.dentalcorpthailand.com
DCC,?????? ??????????????? ????? (?????),SET,??????????????????????????,?????????????,37/7 ??????????????????? ????????????? ??????????? ?????????????,10320,0-2276-9275-81,-,www.dynastyceramic.com
